id,title,category,tags,scene,pub_time,modify_time,expire_time,status,weight,ext_fields,event_count,event_value_sum,event_value_mean,event_active_days,event_unique_scene_count,event_unique_user_count,event_first_time,event_last_time,event_recency_seconds,event_count_1d,event_count_7d,event_count_30d,event_click_count,event_expose_count,event_buy_count,event_collect_count,event_stay_count,event_click_rate
item_4328,title_4328,category_46,tags_18,scene_0,1667173649,1667603193,1667192225,1,5,{},12.0,12.0,1.0,7.0,3.0,12.0,1667061209.0,1667612380.0,24651.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_4329,title_4329,category_17,tags_80,scene_1,1667582462,1667317863,1667273465,1,10,{},10.0,10.0,1.0,6.0,2.0,10.0,1667128471.0,1667559309.0,77722.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_4330,title_4330,category_84,tags_18,scene_2,1667452619,1667205385,1667500535,1,5,{},5.0,5.0,1.0,2.0,2.0,5.0,1667275651.0,1667507919.0,129112.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
item_4331,title_4331,category_94,tags_91,scene_1,1667100493,1667288000,1667124698,1,1,{},8.0,8.0,1.0,4.0,3.0,8.0,1667121122.0,1667595399.0,41632.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4332,title_4332,category_52,tags_90,scene_1,1667537999,1667396598,1667396761,1,5,{},12.0,12.0,1.0,5.0,3.0,12.0,1667123629.0,1667600069.0,36962.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_4333,title_4333,category_12,tags_9,scene_1,1667502690,1667307091,1667270042,1,10,{},8.0,8.0,1.0,4.0,3.0,8.0,1667122242.0,1667587927.0,49104.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4334,title_4334,category_68,tags_57,scene_2,1667218612,1667180361,1667509456,1,1,{},6.0,6.0,1.0,5.0,3.0,6.0,1667287992.0,1667628414.0,8617.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4335,title_4335,category_34,tags_20,scene_2,1667566978,1667342556,1667135872,1,1,{},12.0,12.0,1.0,8.0,3.0,12.0,1667074694.0,1667613270.0,23761.0,4.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_4336,title_4336,category_48,tags_8,scene_2,1667203698,1667385334,1667449469,1,1,{},5.0,5.0,1.0,5.0,2.0,5.0,1667058339.0,1667627920.0,9111.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
item_4337,title_4337,category_80,tags_88,scene_1,1667272815,1667309951,1667244611,1,10,{},11.0,11.0,1.0,6.0,3.0,11.0,1667069173.0,1667625756.0,11275.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4338,title_4338,category_44,tags_73,scene_1,1667387289,1667186264,1667512878,1,5,{},6.0,6.0,1.0,4.0,3.0,6.0,1667129113.0,1667622054.0,14977.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4339,title_4339,category_48,tags_31,scene_1,1667418031,1667304028,1667236057,1,1,{},5.0,5.0,1.0,4.0,2.0,5.0,1667067866.0,1667540820.0,96211.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
item_4340,title_4340,category_45,tags_28,scene_2,1667360832,1667360085,1667250934,1,10,{},11.0,11.0,1.0,5.0,3.0,11.0,1667040486.0,1667577584.0,59447.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4341,title_4341,category_54,tags_47,scene_0,1667506322,1667521799,1667111519,1,10,{},13.0,13.0,1.0,5.0,3.0,13.0,1667168052.0,1667593612.0,43419.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_4342,title_4342,category_55,tags_10,scene_2,1667121079,1667451483,1667254079,1,1,{},14.0,14.0,1.0,5.0,3.0,14.0,1667049363.0,1667599453.0,37578.0,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0
item_4343,title_4343,category_100,tags_9,scene_0,1667346416,1667629563,1667402309,1,10,{},11.0,11.0,1.0,8.0,3.0,11.0,1667041842.0,1667622517.0,14514.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4344,title_4344,category_66,tags_54,scene_0,1667076776,1667501407,1667519055,1,5,{},8.0,8.0,1.0,5.0,3.0,8.0,1667086909.0,1667611855.0,25176.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4345,title_4345,category_73,tags_1,scene_2,1667276498,1667095911,1667043452,1,1,{},7.0,7.0,1.0,6.0,3.0,7.0,1667197482.0,1667627705.0,9326.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4346,title_4346,category_55,tags_65,scene_2,1667527173,1667390774,1667612535,1,1,{},11.0,11.0,1.0,7.0,3.0,11.0,1667070396.0,1667629439.0,7592.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4347,title_4347,category_13,tags_59,scene_0,1667080689,1667520941,1667172493,1,10,{},9.0,9.0,1.0,6.0,3.0,9.0,1667071732.0,1667526395.0,110636.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4348,title_4348,category_36,tags_82,scene_1,1667364160,1667423432,1667145794,1,1,{},15.0,15.0,1.0,5.0,3.0,15.0,1667037199.0,1667602547.0,34484.0,3.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
item_4349,title_4349,category_60,tags_71,scene_2,1667460289,1667302277,1667043967,1,10,{},9.0,9.0,1.0,5.0,3.0,9.0,1667108153.0,1667618030.0,19001.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4350,title_4350,category_26,tags_80,scene_1,1667281475,1667334997,1667220357,1,5,{},13.0,13.0,1.0,7.0,3.0,13.0,1667033157.0,1667620933.0,16098.0,3.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_4351,title_4351,category_58,tags_32,scene_0,1667045926,1667032779,1667576780,1,10,{},9.0,9.0,1.0,6.0,3.0,9.0,1667107671.0,1667601430.0,35601.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4352,title_4352,category_30,tags_10,scene_0,1667062805,1667109287,1667099264,1,5,{},8.0,8.0,1.0,6.0,3.0,8.0,1667052535.0,1667630864.0,6167.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4353,title_4353,category_91,tags_5,scene_2,1667388486,1667156763,1667071698,1,1,{},11.0,11.0,1.0,5.0,2.0,11.0,1667046754.0,1667445818.0,191213.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4354,title_4354,category_23,tags_12,scene_2,1667275695,1667390609,1667464659,1,5,{},11.0,11.0,1.0,5.0,3.0,11.0,1667032411.0,1667621905.0,15126.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4355,title_4355,category_83,tags_3,scene_1,1667335014,1667503269,1667305516,1,5,{},7.0,7.0,1.0,5.0,3.0,7.0,1667166032.0,1667631905.0,5126.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4356,title_4356,category_69,tags_80,scene_1,1667584193,1667506928,1667509456,1,10,{},10.0,10.0,1.0,4.0,3.0,10.0,1667197966.0,1667580640.0,56391.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_4357,title_4357,category_63,tags_19,scene_0,1667394683,1667059746,1667566683,1,5,{},10.0,10.0,1.0,6.0,3.0,10.0,1667084938.0,1667547308.0,89723.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_4358,title_4358,category_36,tags_11,scene_0,1667202650,1667424646,1667463420,1,10,{},6.0,6.0,1.0,5.0,3.0,6.0,1667077945.0,1667469507.0,167524.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4359,title_4359,category_76,tags_71,scene_2,1667289485,1667516075,1667053113,1,5,{},8.0,8.0,1.0,5.0,3.0,8.0,1667064740.0,1667453801.0,183230.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4360,title_4360,category_4,tags_87,scene_1,1667396841,1667570682,1667124180,1,1,{},15.0,15.0,1.0,7.0,3.0,15.0,1667079558.0,1667602807.0,34224.0,3.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
item_4361,title_4361,category_86,tags_80,scene_2,1667339569,1667553452,1667350400,1,5,{},19.0,19.0,1.0,8.0,3.0,18.0,1667036735.0,1667616758.0,20273.0,2.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0
item_4362,title_4362,category_91,tags_73,scene_0,1667292192,1667274844,1667150480,1,5,{},9.0,9.0,1.0,5.0,3.0,9.0,1667051431.0,1667609180.0,27851.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4363,title_4363,category_15,tags_23,scene_1,1667626046,1667135055,1667465633,1,1,{},11.0,11.0,1.0,6.0,3.0,11.0,1667168767.0,1667615922.0,21109.0,4.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4364,title_4364,category_63,tags_65,scene_1,1667417591,1667517921,1667595823,1,10,{},8.0,8.0,1.0,5.0,3.0,8.0,1667070538.0,1667586352.0,50679.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4365,title_4365,category_78,tags_34,scene_2,1667362087,1667208912,1667506312,1,5,{},4.0,4.0,1.0,3.0,2.0,4.0,1667234610.0,1667583826.0,53205.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
item_4366,title_4366,category_91,tags_33,scene_1,1667036859,1667308172,1667627142,1,5,{},7.0,7.0,1.0,5.0,3.0,7.0,1667106289.0,1667608127.0,28904.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4367,title_4367,category_27,tags_42,scene_1,1667437855,1667198370,1667333368,1,1,{},6.0,6.0,1.0,3.0,2.0,6.0,1667042274.0,1667606016.0,31015.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4368,title_4368,category_19,tags_48,scene_1,1667097408,1667525455,1667536250,1,1,{},11.0,11.0,1.0,6.0,3.0,10.0,1667045506.0,1667612063.0,24968.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4369,title_4369,category_43,tags_48,scene_0,1667566863,1667244735,1667486679,1,1,{},6.0,6.0,1.0,2.0,3.0,6.0,1667262486.0,1667377622.0,259409.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4370,title_4370,category_72,tags_52,scene_2,1667047832,1667106146,1667223613,1,5,{},7.0,7.0,1.0,6.0,3.0,7.0,1667064813.0,1667483449.0,153582.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4371,title_4371,category_76,tags_81,scene_1,1667419113,1667403801,1667397794,1,5,{},9.0,9.0,1.0,5.0,3.0,9.0,1667059448.0,1667506377.0,130654.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4372,title_4372,category_84,tags_39,scene_1,1667115561,1667442149,1667619502,1,10,{},17.0,17.0,1.0,8.0,3.0,17.0,1667036148.0,1667632226.0,4805.0,5.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0
item_4373,title_4373,category_34,tags_70,scene_0,1667564057,1667373795,1667240886,1,1,{},12.0,12.0,1.0,6.0,3.0,12.0,1667063649.0,1667436239.0,200792.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_4374,title_4374,category_41,tags_75,scene_0,1667398514,1667463205,1667236584,1,10,{},10.0,10.0,1.0,5.0,3.0,10.0,1667133923.0,1667451014.0,186017.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_4375,title_4375,category_70,tags_77,scene_0,1667102012,1667342087,1667241642,1,1,{},7.0,7.0,1.0,5.0,3.0,7.0,1667067647.0,1667544420.0,92611.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4376,title_4376,category_11,tags_83,scene_2,1667127782,1667520020,1667436882,1,10,{},16.0,16.0,1.0,7.0,3.0,16.0,1667145967.0,1667621239.0,15792.0,4.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0
item_4377,title_4377,category_74,tags_44,scene_0,1667547567,1667570416,1667542675,1,1,{},6.0,6.0,1.0,4.0,3.0,6.0,1667047759.0,1667582213.0,54818.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4378,title_4378,category_78,tags_88,scene_0,1667413273,1667352861,1667441850,1,10,{},9.0,9.0,1.0,7.0,3.0,9.0,1667042658.0,1667548928.0,88103.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4379,title_4379,category_27,tags_20,scene_0,1667138298,1667320082,1667484074,1,1,{},14.0,14.0,1.0,6.0,3.0,14.0,1667074199.0,1667566610.0,70421.0,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0
item_4380,title_4380,category_37,tags_15,scene_1,1667188669,1667051508,1667066100,1,1,{},16.0,16.0,1.0,5.0,3.0,16.0,1667032250.0,1667590916.0,46115.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0
item_4381,title_4381,category_95,tags_3,scene_1,1667142474,1667271691,1667612687,1,10,{},10.0,10.0,1.0,5.0,3.0,10.0,1667274671.0,1667620206.0,16825.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_4382,title_4382,category_18,tags_15,scene_1,1667332931,1667046593,1667172925,1,10,{},15.0,15.0,1.0,7.0,3.0,15.0,1667054546.0,1667635629.0,1402.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
item_4383,title_4383,category_65,tags_90,scene_2,1667231037,1667585638,1667226925,1,5,{},11.0,11.0,1.0,5.0,3.0,11.0,1667279921.0,1667621993.0,15038.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4384,title_4384,category_62,tags_97,scene_2,1667620663,1667093409,1667450126,1,5,{},11.0,11.0,1.0,6.0,3.0,11.0,1667040437.0,1667591947.0,45084.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4385,title_4385,category_12,tags_58,scene_0,1667066855,1667139664,1667529668,1,5,{},13.0,13.0,1.0,6.0,3.0,13.0,1667039930.0,1667622811.0,14220.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_4386,title_4386,category_99,tags_2,scene_2,1667137747,1667214320,1667176576,1,5,{},9.0,9.0,1.0,6.0,3.0,9.0,1667113459.0,1667594138.0,42893.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4387,title_4387,category_7,tags_33,scene_0,1667554703,1667173715,1667130841,1,10,{},9.0,9.0,1.0,5.0,3.0,9.0,1667090260.0,1667628926.0,8105.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4388,title_4388,category_40,tags_82,scene_1,1667290059,1667243395,1667396525,1,1,{},7.0,7.0,1.0,7.0,3.0,7.0,1667140665.0,1667619514.0,17517.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4389,title_4389,category_38,tags_71,scene_0,1667298508,1667091196,1667350491,1,5,{},11.0,11.0,1.0,6.0,3.0,11.0,1667086039.0,1667512624.0,124407.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4390,title_4390,category_80,tags_83,scene_2,1667352795,1667582197,1667451420,1,5,{},10.0,10.0,1.0,7.0,3.0,10.0,1667079644.0,1667630580.0,6451.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_4391,title_4391,category_36,tags_27,scene_1,1667362669,1667177104,1667522760,1,1,{},7.0,7.0,1.0,5.0,3.0,7.0,1667045316.0,1667384301.0,252730.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4392,title_4392,category_70,tags_14,scene_1,1667090051,1667227609,1667148318,1,5,{},11.0,11.0,1.0,8.0,3.0,11.0,1667036891.0,1667607012.0,30019.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4393,title_4393,category_55,tags_74,scene_1,1667583792,1667195624,1667180636,1,10,{},6.0,6.0,1.0,5.0,2.0,6.0,1667036671.0,1667540340.0,96691.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4394,title_4394,category_13,tags_96,scene_0,1667089755,1667234027,1667272438,1,10,{},12.0,12.0,1.0,7.0,3.0,12.0,1667077192.0,1667624695.0,12336.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_4395,title_4395,category_88,tags_55,scene_0,1667153845,1667497831,1667587231,1,1,{},12.0,12.0,1.0,6.0,3.0,12.0,1667045206.0,1667592214.0,44817.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_4396,title_4396,category_30,tags_22,scene_0,1667417944,1667591618,1667141396,1,5,{},7.0,7.0,1.0,5.0,3.0,7.0,1667082814.0,1667583274.0,53757.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4397,title_4397,category_64,tags_22,scene_0,1667231535,1667565603,1667475267,1,1,{},9.0,9.0,1.0,7.0,3.0,9.0,1667073010.0,1667609172.0,27859.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4398,title_4398,category_100,tags_3,scene_2,1667458414,1667209004,1667393744,1,10,{},12.0,12.0,1.0,7.0,3.0,12.0,1667077786.0,1667533071.0,103960.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_4399,title_4399,category_88,tags_73,scene_0,1667352192,1667577723,1667209037,1,10,{},11.0,11.0,1.0,6.0,3.0,11.0,1667053347.0,1667552813.0,84218.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4400,title_4400,category_82,tags_30,scene_0,1667088400,1667149952,1667181116,1,5,{},9.0,9.0,1.0,6.0,3.0,9.0,1667082646.0,1667558330.0,78701.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4401,title_4401,category_75,tags_9,scene_0,1667625175,1667333432,1667165601,1,10,{},7.0,7.0,1.0,5.0,3.0,7.0,1667058637.0,1667531356.0,105675.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4402,title_4402,category_93,tags_33,scene_0,1667215395,1667196954,1667499241,1,1,{},7.0,7.0,1.0,5.0,3.0,7.0,1667089267.0,1667500725.0,136306.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4403,title_4403,category_56,tags_66,scene_0,1667542368,1667237823,1667543079,1,5,{},15.0,15.0,1.0,7.0,3.0,15.0,1667057228.0,1667629446.0,7585.0,3.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
item_4404,title_4404,category_39,tags_55,scene_0,1667456517,1667226908,1667433044,1,1,{},15.0,15.0,1.0,6.0,3.0,15.0,1667060306.0,1667540730.0,96301.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
item_4405,title_4405,category_58,tags_79,scene_2,1667511899,1667536800,1667326380,1,1,{},11.0,11.0,1.0,6.0,3.0,11.0,1667173376.0,1667542207.0,94824.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4406,title_4406,category_38,tags_4,scene_1,1667045291,1667055841,1667306004,1,10,{},6.0,6.0,1.0,4.0,3.0,6.0,1667035325.0,1667506483.0,130548.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4407,title_4407,category_8,tags_89,scene_2,1667525803,1667087148,1667089713,1,5,{},9.0,9.0,1.0,5.0,3.0,9.0,1667097284.0,1667558880.0,78151.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4408,title_4408,category_30,tags_100,scene_2,1667424312,1667160576,1667336897,1,1,{},9.0,9.0,1.0,4.0,3.0,9.0,1667060981.0,1667360058.0,276973.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0
item_4409,title_4409,category_31,tags_23,scene_1,1667275155,1667105729,1667365128,1,10,{},8.0,8.0,1.0,6.0,3.0,8.0,1667120021.0,1667622287.0,14744.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4410,title_4410,category_68,tags_93,scene_2,1667225878,1667459107,1667051679,1,5,{},14.0,14.0,1.0,8.0,3.0,14.0,1667076445.0,1667611893.0,25138.0,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0
item_4411,title_4411,category_69,tags_41,scene_1,1667538202,1667623393,1667075536,1,1,{},13.0,13.0,1.0,7.0,3.0,13.0,1667041672.0,1667630384.0,6647.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_4412,title_4412,category_25,tags_58,scene_2,1667115757,1667491395,1667536545,1,10,{},6.0,6.0,1.0,4.0,3.0,6.0,1667061242.0,1667527794.0,109237.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4413,title_4413,category_77,tags_95,scene_0,1667247824,1667236477,1667470072,1,10,{},6.0,6.0,1.0,5.0,3.0,6.0,1667067301.0,1667617529.0,19502.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4414,title_4414,category_31,tags_74,scene_1,1667258972,1667296949,1667365039,1,10,{},12.0,12.0,1.0,6.0,3.0,12.0,1667117253.0,1667629364.0,7667.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_4415,title_4415,category_97,tags_77,scene_1,1667442791,1667532910,1667162547,1,5,{},10.0,10.0,1.0,6.0,3.0,10.0,1667121915.0,1667624756.0,12275.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_4416,title_4416,category_26,tags_10,scene_2,1667440081,1667132266,1667449466,1,5,{},13.0,13.0,1.0,6.0,3.0,13.0,1667043376.0,1667559310.0,77721.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_4417,title_4417,category_70,tags_91,scene_2,1667105274,1667224523,1667478513,1,10,{},4.0,4.0,1.0,2.0,2.0,4.0,1667184447.0,1667339921.0,297110.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
item_4418,title_4418,category_46,tags_19,scene_1,1667361718,1667043713,1667169272,1,5,{},4.0,4.0,1.0,3.0,2.0,4.0,1667157782.0,1667587867.0,49164.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
item_4419,title_4419,category_42,tags_31,scene_0,1667422928,1667424574,1667282934,1,1,{},7.0,7.0,1.0,5.0,2.0,7.0,1667133762.0,1667468322.0,168709.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0
item_4420,title_4420,category_1,tags_83,scene_2,1667318050,1667397899,1667200288,1,1,{},13.0,13.0,1.0,6.0,3.0,13.0,1667045802.0,1667591103.0,45928.0,3.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0
item_4421,title_4421,category_35,tags_34,scene_1,1667405400,1667225918,1667361395,1,5,{},8.0,8.0,1.0,6.0,3.0,8.0,1667060175.0,1667615339.0,21692.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4422,title_4422,category_100,tags_12,scene_0,1667093408,1667400097,1667597538,1,5,{},6.0,6.0,1.0,6.0,3.0,6.0,1667032980.0,1667496632.0,140399.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4423,title_4423,category_24,tags_82,scene_2,1667550200,1667370572,1667206398,1,10,{},15.0,15.0,1.0,7.0,3.0,15.0,1667036953.0,1667630735.0,6296.0,6.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
item_4424,title_4424,category_42,tags_54,scene_2,1667130568,1667633326,1667123227,1,10,{},10.0,10.0,1.0,6.0,3.0,10.0,1667052156.0,1667607931.0,29100.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
item_4425,title_4425,category_10,tags_63,scene_0,1667386077,1667391733,1667529290,1,5,{},11.0,11.0,1.0,5.0,3.0,11.0,1667035860.0,1667617561.0,19470.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4426,title_4426,category_36,tags_14,scene_0,1667545484,1667224271,1667494538,1,1,{},8.0,8.0,1.0,6.0,3.0,8.0,1667050147.0,1667604895.0,32136.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4427,title_4427,category_35,tags_42,scene_1,1667225509,1667141832,1667264808,1,5,{},6.0,6.0,1.0,5.0,3.0,6.0,1667101133.0,1667606625.0,30406.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4428,title_4428,category_44,tags_1,scene_2,1667088644,1667046598,1667218713,1,5,{},11.0,11.0,1.0,8.0,3.0,11.0,1667042716.0,1667628545.0,8486.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4429,title_4429,category_5,tags_33,scene_1,1667264984,1667313034,1667321503,1,10,{},5.0,5.0,1.0,3.0,3.0,5.0,1667183622.0,1667595326.0,41705.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
item_4430,title_4430,category_83,tags_27,scene_2,1667331317,1667371738,1667327310,1,1,{},12.0,12.0,1.0,6.0,3.0,12.0,1667048330.0,1667454727.0,182304.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0
item_4431,title_4431,category_11,tags_28,scene_0,1667336054,1667201946,1667548913,1,5,{},21.0,21.0,1.0,7.0,3.0,21.0,1667061278.0,1667598239.0,38792.0,1.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,1.0
item_4432,title_4432,category_59,tags_10,scene_2,1667047444,1667309381,1667178484,1,1,{},17.0,17.0,1.0,5.0,3.0,17.0,1667036729.0,1667581848.0,55183.0,3.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0
item_4433,title_4433,category_35,tags_80,scene_1,1667098090,1667528861,1667225981,1,5,{},8.0,8.0,1.0,6.0,3.0,8.0,1667124537.0,1667612200.0,24831.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4434,title_4434,category_31,tags_71,scene_0,1667475423,1667441479,1667323799,1,1,{},8.0,8.0,1.0,6.0,3.0,8.0,1667197616.0,1667621967.0,15064.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4435,title_4435,category_91,tags_93,scene_2,1667242719,1667072912,1667254116,1,10,{},8.0,8.0,1.0,5.0,3.0,8.0,1667081871.0,1667583880.0,53151.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
item_4436,title_4436,category_99,tags_44,scene_0,1667508491,1667610378,1667080558,1,1,{},11.0,11.0,1.0,7.0,3.0,11.0,1667076846.0,1667525650.0,111381.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0
item_4437,title_4437,category_16,tags_63,scene_1,1667571251,1667554261,1667046595,1,5,{},6.0,6.0,1.0,5.0,3.0,6.0,1667121905.0,1667493215.0,143816.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0
item_4438,title_4438,category_12,tags_49,scene_1,1667241670,1667161978,1667329885,1,1,{},10.0,10.0,1.0,6.0,3.0,10.0,1667146816.0,1667621882.0,15149.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0
