scene,item,vector
scene_2,item_5408,"[0.43780303477242305, -0.04242765355467105, -0.11243328191987816, 0.31184325362683196, 0.39669856073617404, -0.17183199689641765, 0.48155386784551607, 0.35002814182603587, 0.09758360317574333, -0.3818488819920391]"
scene_0,item_5409,"[-0.06069303777901283, 0.16001978829451638, 0.366874636577672, 0.37468047990911163, 0.42541846156347074, -0.1522139449630767, -0.3863892449062716, -0.44883599155779025, -0.33565126325191263, 0.16782563162595635]"
scene_1,item_5410,"[0.017146076708512453, -0.22975742789406706, -0.33263388814514183, -0.12688096764299228, -0.37721368758727425, 0.4852339708509028, 0.1988944898187446, 0.46980250181324157, 0.0754427375174548, -0.42007887935855537]"
scene_2,item_5411,"[0.16437434483006808, 0.17385748010872573, 0.15805225464429618, 0.06638194695060434, 0.3097824191028205, 0.5152503501404055, -0.015805225464429563, -0.3034603289170486, 0.07902612732214813, 0.6733026047847018]"
scene_0,item_5412,"[0.302939012152041, -0.36798059041470116, 0.3190717777646459, 0.35167765286468267, -0.18864827736449863, -0.38195453688614545, -0.32605875100036813, 0.25851800972172045, -0.4145604119861823, 0.14439744687159162]"
scene_1,item_5413,"[0.27982201071869617, 0.015690953872076474, 0.5622591804160717, -0.551798544501354, -0.04445770263754991, 0.2693613748039785, -0.09937604118981729, -0.4341163904607808, 0.02876674876547344, -0.1647550156568024]"
scene_2,item_5414,"[0.008739736290336695, 0.20975367096808084, 0.41251555290389236, 0.5051567575814614, -0.15556730596799329, -0.5610910698396162, 0.1992659874196768, -0.20450982919387883, -0.256948246935899, 0.2097536709680808]"
scene_0,item_5415,"[-0.26219847787491096, -0.41391680635195294, 0.1918676862777282, 0.30397015466471544, -0.3039701546647154, 0.211270036575476, -0.668303176922424, 0.04742796739449459, -0.21127003657547597, 0.012934900198498484]"
scene_1,item_5416,"[0.14255935762286506, 0.05870091196235616, -0.030748096742186558, 0.11181126088067846, 0.5003553924410363, 0.4668120141768327, 0.01118112608806785, -0.5394893337492738, 0.32984321959800156, 0.3074809674218659]"
scene_2,item_5417,"[-0.002192044426070939, 0.23674079801566228, 0.40772026324919614, -0.16001924310317914, -0.2192044426070947, 0.06356928835605742, -0.002192044426070908, -0.3836077745624157, 0.4471770629184731, -0.5940440394652265]"
scene_0,item_5418,"[0.0874564022351118, -0.13337101340854549, 0.021864100558777903, 0.7215153184396725, -0.15960793407907903, -0.14211665363205667, -0.07433794189984508, -0.0918292223468674, -0.618754045813416, 0.10494768268213416]"
scene_1,item_5419,"[-0.49150912256385776, -0.29611410252822584, 0.028201343097926282, 0.27597028602970697, -0.27999904932941083, 0.4673365427656352, 0.36863184192289333, -0.3001428658279296, 0.16719367693770573, -0.20748130993474326]"
scene_2,item_5420,"[0.40830073113548965, 0.3636428386675455, 0.05741729031592823, 0.36523776339854347, 0.04625281719894216, -0.20415036556774482, 0.24242855911169695, -0.31101032254461125, -0.5614135053112983, 0.22328946233972094]"
scene_0,item_5421,"[0.5757183950783383, -0.5255611106586346, 0.27695544005662487, -0.045795781426686, 0.01090375748254425, 0.1286643382940226, 0.15265260475561998, -0.44705405678431576, -0.2704131855670983, -0.02398826646159747]"
scene_1,item_5422,"[-0.11483298172325836, 0.3107656647246087, -0.34705946498441703, 0.3969634403416535, 0.5239917412509826, 0.17693227626656555, -0.2835453145297525, 0.1837373638152796, 0.29488712711094256, -0.3243758398220369]"
scene_2,item_5423,"[0.4768770628019037, -0.49345145570117455, 0.29481633582146444, -0.35336142378601054, -0.020908959987337918, -0.20490780787591148, -0.17563526389363837, 0.21118049587211285, -0.054363295967078534, -0.4432699517315635]"
scene_0,item_5424,"[-0.20650466154480018, -0.6277086140607815, -0.39989791600739083, 0.08194629426380957, 0.5441233939116957, -0.29828451112026694, -0.10161340488712392, -0.031139591820247628, -0.01638925885276195, -0.009833555311657138]"
scene_1,item_5425,"[0.20946005388926317, 0.40609602284653074, -0.06839511963731047, 0.3590743780958798, 0.03633490730732116, -0.5450236096098175, -0.15602636667261444, 0.21159740137792915, 0.5022766598364986, 0.1944986214686015]"
scene_2,item_5426,"[0.23686517675089172, 0.4772470681595207, 0.18307510483496367, 0.3771034210703098, 0.0469423345730676, -0.4240457556433775, 0.2722655405237922, -0.5085419578748991, -0.08919043568882846, -0.13300328129035827]"
scene_0,item_5427,"[-0.24088026835619214, -0.3742247026247985, -0.047315766998537755, 0.025808600181020616, 0.7462986885678453, -0.30540176880874365, -0.09033010063357207, -0.23227740162918525, -0.2881960353547299, 0.06022006708904806]"
scene_1,item_5428,"[0.19971068814470253, -0.19971068814470258, 0.09217416375909358, 0.29188485190379604, 0.10753652438560905, -0.7373933100727478, 0.030724721253031214, -0.2918848519037959, 0.007681180313257763, -0.43014609754243627]"
scene_2,item_5429,"[0.39345171238648224, 0.15834032327748676, 0.38145623335030904, -0.19912495200047575, 0.35026798785625857, 0.18712947296430252, -0.2495059639524034, -0.04318372453022365, -0.42224086207329803, 0.48461735306139897]"
scene_0,item_5430,"[0.11634311006310653, 0.07540757133719865, -0.28223976700494346, -0.1637421549036313, 0.02369952242026247, 0.16589665694183706, 0.7131401746460786, 0.31886630165443997, -0.2283772160498016, -0.4287459056029295]"
scene_1,item_5431,"[-0.4759972968131506, -0.4010717963888583, 0.28647985456347025, -0.09475872112484011, 0.3415721342872146, 0.2622392514850228, -0.5465154148595432, -0.09696241231378994, -0.037462750212146075, -0.16307314798228306]"
scene_2,item_5432,"[-0.23749999999999993, 0.11071428571428571, 0.5464285714285714, 0.31785714285714284, 0.19285714285714287, -0.5517857142857142, -0.24642857142857139, -0.13214285714285717, -0.2839285714285714, -0.17678571428571427]"
scene_0,item_5433,"[0.396165716920103, 0.5696500504733506, 0.20196683607691523, 0.06991159710354759, 0.48161322449110555, -0.12169796532839758, -0.43241617467749804, -0.1916095624319452, 0.015535910467454964, -0.04660773140236504]"
scene_1,item_5434,"[0.6391843155923972, -0.5159361968414234, 0.4394202354454496, 0.20550001060632964, 0.1945691589783334, -0.01967553293039329, -0.059026598791179836, 0.18582447767593643, -0.10930851627996258, -0.04153723618638576]"
scene_2,item_5435,"[-0.029088620948012126, 0.11843224243119216, -0.05609948325688051, -0.44671810741590023, 0.8311034556574889, -0.14752086337920425, -0.09765465603975491, -0.16622069113149776, -0.13505431154434194, -0.12051000107033587]"
scene_0,item_5436,"[-0.01641223437604925, 0.3904422356315721, 0.5621260555546749, 0.40428770498020944, 0.10799466091937103, 0.3738276724132073, -0.05261278352482175, 0.10245647317991613, 0.4458241130261214, 0.06645825287345905]"
scene_1,item_5437,"[0.4174014057480113, -0.4365753219131143, 0.3480803242280236, 0.042772582214460494, -0.23746157712166013, -0.1651906623455027, 0.028023415933612073, 0.6165151505394655, 0.21681274432847228, 0.02507358267744235]"
scene_2,item_5438,"[0.411201856228214, -0.2873124996464335, -0.1730053761311858, -0.4556838032026769, -0.037072580599539814, 0.02008098115808404, 0.3738151877120265, 0.29967002651294683, -0.24869522818857956, 0.46649663921087603]"
scene_0,item_5439,"[-0.020017543054942657, -0.680596463868051, 0.38233507234940506, -0.044038594720873896, 0.0960842066637248, -0.3042666544351286, 0.05604912055383951, -0.09007894374724207, 0.0920806980527363, -0.516452610817521]"
scene_1,item_5440,"[-0.24695233878726439, -0.3783099658017668, 0.2916139319721952, 0.2942410845124852, 0.18127352528001334, -0.24169803370668427, 0.0, 0.16551061003827297, 0.13135762701450238, 0.6988225757171524]"
scene_2,item_5441,"[0.45922644132264717, -0.5398791138130045, 0.11028018483375394, -0.026335566527463633, 0.37692779592432324, 0.004937918723899461, -0.3259026357773625, 0.3028590150658318, -0.03785737688322895, 0.3785737688322897]"
scene_0,item_5442,"[0.20053843197086998, -0.5097018479259613, 0.027852559995954186, 0.33423071995144993, 0.16154484797653418, 0.2256057359672287, -0.10305447198503044, 0.03620832799474041, -0.4512114719344575, 0.5431249199211063]"
scene_1,item_5443,"[0.1753966133384659, -0.11498222429966096, 0.541780650089928, -0.2085270847468428, -0.12277762933692614, 0.615836997943947, 0.17734546459778222, 0.005846553777948898, -0.08769830666923291, -0.43069612830889964]"
scene_2,item_5444,"[0.2523611844981266, 0.080791063360014, 0.4277173942588977, 0.39445048581653896, 0.3896980703247736, -0.3469263308988837, 0.3778170315953597, 0.3065307992188767, 0.12831521827766934, 0.2566304365553387]"
scene_0,item_5445,"[-0.21695575471329367, -0.29983772842399004, -0.35346724082502895, 0.23401969047726057, -0.17551476785794537, 0.2413328058046749, 0.14870001165742602, 0.07800656349242018, -0.44122462475400165, -0.6094262772845327]"
scene_1,item_5446,"[0.7036570680183604, 0.4150600895944592, 0.046389068837027765, -0.03662294908186405, -0.17823168553173835, 0.21729616455239337, 0.4052939698392954, -0.11475190712317401, 0.05615518859219155, 0.2636852333894211]"
scene_2,item_5447,"[-0.5869387578968644, -0.2815098117812548, -0.15823427328880985, -0.2999091458846047, -0.3330279472706346, -0.33118801386029967, 0.3790262825290096, -0.10119633756842486, 0.26311047767790474, -0.13247520554411985]"
scene_0,item_5448,"[0.051023808447056784, -0.13470285430022985, 0.5551390359039776, 0.2142999954776384, -0.13062094962446533, -0.436763800306806, 0.10204761689411357, 0.05306476078493902, -0.3204295170475165, -0.5490161788903308]"
scene_1,item_5449,"[0.3101987455199103, 0.4000199359656517, 0.07059175340570328, 0.43260074522982245, -0.3891596662109282, -0.5520637125317819, -0.027150674386808946, -0.30227750817313953, -0.027150674386808897, -0.050681258855376665]"
scene_2,item_5450,"[-0.3435548594023419, -0.5734334785612618, 0.035365941409064586, -0.21977406447061576, -0.10357168555511775, -0.08083643750643345, 0.3561855527627221, 0.47744020902237216, -0.1641990136849428, -0.3233457500257335]"
scene_0,item_5451,"[-0.03375894620251063, -0.3517254869226422, 0.012059159551633463, 0.7275692929485513, 0.1487296344701459, -0.15274935432069037, 0.3336367475951921, 0.19495641275140738, 0.26128179028539134, -0.28740996931393054]"
scene_1,item_5452,"[0.5512309795790375, -0.32717988434860146, -0.29398772216830854, -0.37775841719476205, -0.16754139005290705, 0.43465926664669274, 0.020547528968752764, 0.0584814286033732, 0.28924598471398094, 0.2355062935649353]"
scene_2,item_5453,"[0.1554055280017579, 0.34609208740745373, -0.4002293971695135, -0.2126822883509492, -0.40796329856409347, 0.20301491160772422, 0.009667376743224985, -0.40022939716951345, 0.531705720877373, 0.0038669506972899993]"
scene_0,item_5454,"[-0.20287937006330675, -0.3643949850651627, 0.1674247228677775, -0.3643949850651627, -0.3151524195158164, -0.388031416528849, 0.4077284427485875, -0.39394052439477045, -0.29151598805213014, -0.09454572585474492]"
scene_1,item_5455,"[0.8095064282170802, -0.3792324140762355, -0.11330724566911911, -0.3052358454759944, -0.05549742645018079, -0.11561963843787663, -0.0439354626063932, 0.2381764551820259, 0.0832461396752712, -0.11330724566911915]"
scene_2,item_5456,"[-0.30355969649513626, -0.1351103851452341, 0.24740992604516895, -0.08246997534838964, -0.11756358187961923, -0.7018721306245926, -0.09826209828744296, -0.30180501616857486, -0.4439341226200548, -0.1316010244921111]"
scene_0,item_5457,"[0.7056265548910581, -0.1424840593958023, -0.0843655614843566, 0.2962168603228521, 0.11061262505726754, 0.5136925299269712, -0.23059920139057474, 0.01687311229687129, 0.03937059535936641, 0.2362235721561985]"
scene_1,item_5458,"[0.02353502247345657, 0.3922503745576099, 0.021573770600668552, -0.25104023971687034, 0.10590760113055464, -0.28438152155426727, -0.23731147660735397, -0.2804590178086911, 0.5609180356173822, 0.4903129681970124]"
scene_2,item_5459,"[-0.20778221004812963, 0.11838753828323662, -0.17637327131992386, -0.03382501093806762, 0.29959295402288455, -0.014496433259171779, -0.2440232931960592, 0.681332363181076, -0.5436162472189436, -0.036241083147929516]"
scene_0,item_5460,"[0.049393916995360644, 0.03292927799690711, -0.23050494597834972, 0.1838551354827313, 0.20306388098092715, 0.7189559029324718, -0.06311444949407193, -0.041161597496133975, 0.4610098919566995, -0.3649661644657204]"
scene_1,item_5461,"[0.6210622471490692, -0.36613126220064085, -0.14452549823709507, 0.2697809300425775, -0.15737220919150352, 0.14452549823709507, -0.1027736876352676, 0.29868602968999647, -0.0770802657264507, 0.48496333852891904]"
scene_2,item_5462,"[0.18679771596119152, 0.5839886488470932, 0.10421346258887526, 0.27528084457438745, -0.009831458734799571, 0.18089884072031176, 0.4837077697521379, -0.18286513246727168, -0.3578650979467037, 0.3303370134892649]"
scene_0,item_5463,"[0.28204787462963243, -0.19138962921296487, 0.6320894333217655, 0.23923703651620606, -0.025182845949074377, 0.6119431565625062, -0.020146276759259497, -0.2241273289467615, 0.035255984328704075, -0.0075548537847223065]"
scene_1,item_5464,"[0.3318225249192379, -0.4828443151068397, -0.010635337337155054, 0.1467676552527398, -0.23185035394998033, 0.43179469588849545, -0.34883906465868597, -0.14676765525273985, 0.33394959238666894, -0.3743638742678581]"
scene_2,item_5465,"[0.48550834030769674, 0.3584010065790723, -0.0437582624311658, 0.008334907129745838, 0.14794460155298908, -0.5167642420442439, 0.30005665667085124, -0.1541957819002985, 0.10627006590425979, 0.46883852604820503]"
scene_0,item_5466,"[0.30836546280998284, -0.10400986674298185, 0.12848277656485993, -0.4649852866156836, -0.01223645491093903, 0.2120985517896101, 0.6995173390753487, 0.3120296002289456, -0.014275864062762196, -0.17131036875314662]"
scene_1,item_5467,"[0.07902112792797253, 0.3534000443445438, 0.1448720678679496, 0.2787689790792364, -0.6607044307311036, 0.10316647257263081, 0.04170559529531875, -0.515832362863154, 0.234868352452585, -0.0021950313313325626]"
scene_2,item_5468,"[-0.2018565101503573, 0.25331348278875265, -0.25120253709884643, 0.04432985948803178, -0.28286672244744054, -0.36308265866387884, 0.6649478923204759, 0.14354430691362657, 0.38208116987303536, -0.09710350173568856]"
scene_0,item_5469,"[0.3245948527544608, -0.18196984169568264, 0.4893513310464976, -0.6836164323162129, -0.25574139913987814, -0.12049354382551948, 0.21885562041778042, 0.15983837446242385, 0.036885778722097855, 0.0]"
scene_1,item_5470,"[0.3375901157757679, 0.3592766404382493, 0.3406349279626798, 0.3406349279626797, 0.015252310207284186, -0.6456811321083631, -0.1254078839265587, 0.07456684990227817, 0.18472242362155272, 0.22878465310926246]"
scene_2,item_5471,"[0.712391819196059, -0.13598217225950152, 0.3448119368008787, -0.14326693148768907, -0.12626915995525134, -0.29139036912750316, -0.08256060458612592, -0.47108109675612997, -0.01942602460850024, 0.06799108612975069]"
scene_0,item_5472,"[-0.25712336162793903, -0.1786124115125378, 0.31404380046160496, 0.19824014904138815, 0.18057518526542288, -0.441624094399132, -0.6437897909462901, -0.10598978265579166, 0.15505912647791745, -0.2944160629327547]"
scene_1,item_5473,"[0.4446803949702727, 0.3528885703204457, 0.31413202213496333, 0.5140342180390308, 0.05915473144099954, -0.37532657190151447, -0.2774152922750325, -0.2814949289261359, -0.04079636651103422, -0.11219000790534406]"
scene_2,item_5474,"[0.4039988385498178, -0.29860783718899575, 0.03011171467452058, 0.42156400544328804, 0.1605958115974431, 0.2935892180765757, 0.2258378600589044, 0.4115267672184479, -0.18067028804712346, -0.4516757201178086]"
scene_0,item_5475,"[0.3291121358066964, -0.36415770657041824, 0.06372759864982323, -0.2530896060664406, 0.17661648768665278, 0.6937204310166466, -0.3896487460303474, 0.07101075278123155, -0.11106810050397752, -0.09650179224116079]"
scene_1,item_5476,"[0.5361362975583998, 0.31457850363218137, -0.3051881005386835, 0.11503243789534988, 0.11972763944209887, 0.4460441469411527, 0.35448771677954766, 0.2770168912581897, -0.03521401160061739, 0.30049289899193454]"
scene_2,item_5477,"[0.2023343475704013, 0.6270692589991776, -0.45316205117007236, 0.33778130751422375, 0.29430450555694737, 0.12039729772784208, 0.16052973030378948, -0.026754955050631628, 0.34447004627688155, 0.011705292834651321]"
scene_0,item_5478,"[0.6981491877728435, -0.2930836093785126, -0.15046003476116154, 0.0015672920287620718, 0.5313119977503517, -0.05485522100667346, -0.18180587533640355, -0.2805452731484158, -0.009403752172572609, 0.08306647752439124]"
scene_1,item_5479,"[0.3125201761014935, -0.3716456148233977, 0.03800921060693844, 0.12669736868979461, 0.3631991235774113, 0.109804386197822, 0.33785964983945255, -0.3547526323314249, -0.47722675539822657, -0.3674223692004045]"
scene_2,item_5480,"[-0.34788902829227464, 0.015851868243608135, 0.3804448378465959, 0.4732914947020151, -0.2898627335974064, -0.34421199614692, 0.24910078668527105, -0.09964031467410844, 0.42800044257742037, -0.22871981322920346]"
scene_0,item_5481,"[0.48452800968317516, 0.2206693212047732, 0.30314169377625405, -0.205066439907466, 0.09361728778384322, 0.055724576061811464, 0.537184913235862, 0.04235067780697671, 0.15602881297307197, -0.5059791506412477]"
scene_1,item_5482,"[0.4767454789801428, -0.23818788583983783, 0.18909572616292472, 0.3836461367343953, -0.012727596953273784, -0.16909521666492303, 0.012727596953273758, -0.3854643648705772, -0.1527311634392853, 0.576378319169684]"
scene_2,item_5483,"[0.7488888635822555, -0.40858113305194005, 0.2097528811389638, -0.06991762704632129, 0.17916391930619827, 0.12017092148586471, 0.1310955507118524, -0.32555395093443346, 0.20756795529376632, -0.10269151472428437]"
scene_0,item_5484,"[0.144257061246833, -0.030247448325948882, -0.607275693313281, 0.18613814354430064, -0.09539579856645408, -0.5188600751297381, -0.2396528598132871, 0.24430631340189463, -0.42346427656328406, -0.009306907177215]"
scene_1,item_5485,"[0.05053640227748563, 0.09079845939086986, 0.10593153595601489, -0.39778372685523955, 0.05188483393763993, 0.012971208484409968, -0.35022262907906954, -0.2810428504955496, 0.6917977858351991, 0.3696794418056845]"
scene_2,item_5486,"[0.2736733554047071, -0.33428557505809864, -0.5032650965160385, -0.023877541075578466, -0.03673467857781303, 0.5014283625871477, -0.31224476791141076, -0.20938766789353427, -0.3985712625692714, -0.08081629287118865]"
scene_0,item_5487,"[0.27893704230133604, 0.4768990129821472, -0.03558947858075728, 0.12100422717457465, -0.17438844504571066, 0.45910427369176865, 0.4519863779756172, 0.3986021601044812, 0.05694316572921162, -0.2669210893556795]"
scene_1,item_5488,"[-0.1426703450647985, -0.302778176748628, 0.41057354857536466, -0.0491420077445417, 0.12840331055831866, -0.6420165527915933, 0.27107365562311725, 0.32497134153648555, 0.2996077246360769, -0.13949989295224743]"
scene_2,item_5489,"[0.05965552937269423, -0.14019049402583145, 0.6412969407564629, 0.22669101161623798, -0.014913882343173632, -0.011931105874538845, 0.43250258795203317, -0.175983811649448, -0.5368997643542481, -0.08650051759040663]"
scene_0,item_5490,"[-0.14271795150744665, 0.22656474801807155, -0.11239038681211425, 0.1355820539320743, 0.21050897847348382, 0.039247436664547816, -0.10168654044905576, -0.7831647588971135, 0.4674012911868877, -0.0963346172675265]"
scene_1,item_5491,"[-0.056955452700456294, 0.045697922207535165, 0.18507658494051726, 0.5323807937177842, -0.08911094830469352, 0.08225625997356327, 0.05255261053866541, -0.5552297548215519, -0.5917880925875799, 0.03198854554527454]"
scene_2,item_5492,"[0.5842170930134578, -0.07843655415458464, -0.48143815998331246, -0.013523543819755958, 0.2001484485323883, 0.22178611864399791, -0.2244908274079491, -0.021637670111609587, 0.5220087914425804, -0.08925538921038938]"
scene_0,item_5493,"[0.7512195952548179, -0.031661918686984244, -0.2058024714653975, -0.4274359022742871, 0.32717315976550376, -0.09146776509573223, -0.13368365667837784, -0.22339242629149986, 0.03693890513481491, -0.15830959343492118]"
scene_1,item_5494,"[0.486106854064978, -0.188033357330818, -0.0870524802457491, 0.2628984903421623, 0.12013242273913372, -0.6058852625104136, 0.44570869885823533, 0.094016678665409, 0.2333006470586075, -0.09053457945557905]"
scene_2,item_5495,"[0.6268912794011462, -0.04862994408195111, -0.11346986952455253, 0.11184887138848744, 0.29177966449170645, -0.4360484986014946, -0.3939025470638037, 0.10698587698029233, -0.1766887968310889, -0.32582062534907225]"
scene_0,item_5496,"[-0.3022113577326506, -0.2968782161256038, 0.19554852559171507, -0.1208845430930602, 0.026665708035233878, -0.126217684700107, 0.4533170365989759, -0.02488799416621832, 0.6488655621906908, -0.3519873460650871]"
scene_1,item_5497,"[0.6469150982204666, -0.05625348680177979, 0.0441991682013983, 0.25314069060800864, 0.47413653161500036, 0.4781546378151275, 0.04419916820139824, -0.2009053100063561, 0.12456129220394078, -0.03214484960101703]"
scene_2,item_5498,"[-0.4870302061348229, 0.05169594366794207, -0.04081258710627009, 0.4108467102031188, -0.3509882491139227, 0.32650069685016064, -0.06802097851045012, 0.4543801364498069, -0.2530380400588744, -0.29112978802472655]"
scene_0,item_5499,"[0.5590654007057761, -0.18005713629541636, 0.5482096738994373, -0.051444896084404675, -0.32796121253807975, -0.13665050522419991, 0.23632499138773394, 0.22507142036927041, -0.286162234469501, 0.19291836031651752]"
scene_1,item_5500,"[0.22083241678772406, 0.38016719852063885, 0.1900835992603195, -0.201264987452103, 0.29630678708226266, -0.3578044221370719, 0.3046928282261003, -0.5478880213973913, -0.2935114400343168, -0.18728825221237358]"
scene_2,item_5501,"[0.6975697903940665, -0.30320021447745454, -0.12936542484371394, -0.30926421876700366, 0.22436815871331645, -0.1900054677392049, -0.07276805147458913, -0.11723741626461577, -0.17383478963374063, -0.41639496121570435]"
scene_0,item_5502,"[0.6672653243071395, -0.27968762197509583, -0.12017827506742396, -0.24909678832156973, 0.06336672685373264, 0.26002208605497185, -0.05025636957365004, 0.09614262005393916, 0.5593752439501917, 0.06118166730705218]"
scene_1,item_5503,"[-0.049257431550411505, 0.24300332898203, 0.34808584962290784, 0.07716997609564467, 0.47779708603899146, -0.03612211647030177, -0.28405118860737294, -0.1641914385013716, 0.47779708603899146, 0.49585814427414227]"
scene_2,item_5504,"[0.3562232536825266, -0.3179522234052712, 0.10508590434581001, -0.22094985016298513, 0.5927922809250818, -0.05119569698898435, -0.086224331770921, 0.33681379598016015, 0.46884480400438294, -0.13203100802422268]"
scene_0,item_5505,"[-0.05267355411897997, -0.3385920239532039, 0.17782171042146677, 0.04628236298640914, -0.20218084883536638, 0.3824384730982231, 0.43359266376741223, 0.6016707188233191, -0.331284282429034, -0.04384644914501923]"
scene_1,item_5506,"[0.062423121288605075, 0.009664884270865046, 0.012886512361153363, -0.3801521146540228, -0.41881165173748286, -0.47357932927238444, -0.1578597764241281, -0.3253844371191213, 0.3704872303831579, 0.4284765360083479]"
scene_2,item_5507,"[0.2981552935404116, -0.17630958753346565, 0.10326704412674413, 0.340025633100255, -0.16623475396012466, 0.16119733717345427, 0.20149667146681785, 0.49114813670036844, -0.0503741678667045, 0.6447893486938171]"
scene_0,item_5508,"[0.1287666562632694, 0.2099887009831778, 0.5507250837105986, 0.4873322683194504, -0.5447820072676786, -0.03763948413849413, -0.1267856307822961, 0.005943076442920107, -0.28130561829821943, -0.07131691731504157]"
scene_1,item_5509,"[-0.19003359865652017, -0.576165698054343, 0.5680791619412997, 0.3517643209173883, 0.05660575279130391, -0.002021634028260817, 0.30122347021086704, 0.14555765003478138, 0.2203581090804329, -0.1475792840630423]"
scene_2,item_5510,"[-0.10743640662672752, -0.541096017295715, 0.3921705079482705, 0.2697206447070383, -0.11086676806976421, -0.07777221043699882, 0.6122493162061607, -0.14892550934744453, -0.07777221043699879, -0.2184240803762519]"
scene_0,item_5511,"[-0.2057126459288832, 0.12027197040179796, -0.3748476410856037, -0.6294233117694092, 0.01403172988020974, 0.15635356152233737, 0.0881994449613185, -0.04009065680059929, 0.6093779833691095, 0.034077058280509415]"
scene_1,item_5512,"[0.09062151123078764, 0.41995334472804013, -0.49731317138846864, 0.6785561938500438, 0.06630842285179578, 0.08620094970733458, -0.07514954589870194, 0.05525701904316318, -0.05746729980488976, -0.28954677978617505]"
scene_2,item_5513,"[0.42332653234199175, -0.2115903405568813, 0.4471343045730322, 0.27546666978160017, 0.48506087505020906, -0.2395362345926958, -0.35930435188904375, -0.17565990536797693, 0.11777198200807548, 0.18364444652106676]"
scene_0,item_5514,"[0.3205075482511878, 0.053242194864576674, -0.05604441564692284, 0.47917975378119004, 0.2718154158875756, 0.38390424718142124, -0.01681332469407686, 0.31104650684042157, 0.3670909224873443, 0.4567619875224208]"
scene_1,item_5515,"[-0.21786958517034638, -0.4002720285687758, 0.2964039705224479, 0.521873657501062, 0.4636062103043416, -0.26347019601995364, -0.05573407992729791, 0.043067243580184725, 0.34707131591090057, -0.14946866889593527]"
scene_2,item_5516,"[0.07458051340334072, 0.11325189072359149, -0.39223825567682896, 0.38671377320250744, 0.5386370412463496, -0.46129428660584815, -0.20716809278705758, 0.2706996412417551, 0.19611912783841448, 0.14363654433235987]"
scene_0,item_5517,"[0.5052512821844358, 0.2450582019117679, 0.1457535710717051, 0.42765058764994784, -0.48370965344675765, 0.18099069814398544, 0.3779982722299165, -0.05285569060842052, -0.23865145153498962, 0.10571138121684102]"
scene_1,item_5518,"[0.22558735573223604, 0.1706617386843872, 0.3413234773687744, 0.2981676354026075, -0.17066173868438717, 0.28247460196036506, 0.613989933427738, 0.1216210091773794, -0.4472514531039113, -0.11769775081681874]"
scene_2,item_5519,"[-0.01483718719148262, -0.14837187191482631, 0.513366676825299, -0.4866597398806303, -0.08308824827230268, 0.3531250551572866, 0.08012081083400617, 0.21662293299564647, -0.4540179280593686, 0.2937763063913561]"
scene_0,item_5520,"[0.4226864763486123, -0.46649986561586654, -0.16867791751082184, -0.25301687626623276, 0.3320846500994304, -0.2978219481050447, -0.034262701994385705, 0.4427795334659073, -0.26355924611065906, -0.2134829893496339]"
scene_1,item_5521,"[0.4162687553313162, 0.049398389319241745, 0.3168310487372057, 0.43947532566773695, 0.33727176155896094, -0.023847498292047756, -0.3066106923263281, 0.3832633654079102, -0.2095173064229909, 0.362822652586155]"
scene_2,item_5522,"[0.7365687823039958, 0.2936459736557272, -0.2324697291441174, 0.15701902757979855, -0.012235248902321954, -0.4527042093859128, 0.0020392081503870165, -0.06729386896277081, -0.2773323084526313, -0.07748990971470578]"
scene_0,item_5523,"[-0.036718604249568056, -0.025919014764400956, 0.42550382571558293, -0.025919014764400988, 0.3391071098342463, -0.6782142196684926, -0.410384400436349, 0.021599178970334112, 0.1987124465270742, 0.18143310335080692]"
scene_1,item_5524,"[0.42059973168706083, 0.43517496991384, -0.2248751040703097, 0.018739592005859135, 0.5122155148268166, -0.027068299564018784, 0.20405333517491073, -0.23320381162846932, 0.016657415116319237, -0.47265415392555843]"
scene_2,item_5525,"[0.21193228160551184, -0.08862622685321413, 0.42771787742203304, 0.21963891002753047, 0.716716443247731, -0.11174611211926994, 0.09247954106422342, -0.4084513063669865, 0.07706628422018608, 0.09247954106422325]"
scene_0,item_5526,"[0.37587461873348577, -0.10978516091720618, 0.31446935923742125, -0.6084702986428209, -0.19165884024529223, 0.32749471731234403, 0.2735325195733782, 0.29400093940539973, -0.2679502232555542, -0.022329185271296157]"
scene_1,item_5527,"[-0.004818225750391367, -0.19253567470747748, 0.0925171423919048, 0.1275236287023552, 0.1800333581680309, 0.13752548193391254, -0.08501575246823684, 0.4100759824938482, -0.5901093406618791, -0.6026116572013256]"
scene_2,item_5528,"[0.6377386949067545, 0.49698711506553306, -0.38568270908731467, 0.06471186394082461, 0.1035389823053194, 0.1786047444766759, -0.25884745576329854, -0.1475430497850802, -0.23813965930223463, 0.07247728761372364]"
scene_0,item_5529,"[-0.13593865096158914, -0.2739369784528993, -0.20596765297210476, -0.03295482447553676, 0.5581723395544039, -0.25128053662596783, 0.2759966549826204, 0.37692080493895175, -0.1153418856643787, 0.5066804263113778]"
scene_1,item_5530,"[-0.02491342918610649, 0.3404835322101216, -0.5730088712804486, 0.14740445601779656, -0.27197160194832887, -0.15363281331432316, 0.11003431223863683, 0.22214474357611594, -0.3031133884309619, 0.5314864893036044]"
